user_id,signup_date,plan,region,acquisition_channel,segment,seats,mrr,active_days_90,support_tickets,csat,churned
U111305,2024-12-13,Enterprise,EMEA,Organic,Enterprise,123,6027,36.0,1,4.2,0
U111306,2024-07-23,Free,NA,Partner,SMB,1,0,7.0,0,,0
U111307,2025-01-02,Free,EMEA,Organic,SMB,1,0,,0,,0
U111308,2024-11-27,Starter,EMEA,Referral,SMB,5,60,1.0,1,4.0,1
U111309,2024-11-30,Free,NA,Paid,SMB,1,0,7.0,1,3.8,1
U111310,2024-02-26,Starter,APAC,Organic,SMB,5,60,11.0,3,3.9,0
U111311,2024-11-12,Starter,NA,Organic,Mid-Market,6,72,19.0,1,4.4,0
U111312,2024-11-27,Business,NA,Partner,Mid-Market,28,812,10.0,2,4.1,0
U111313,2025-01-14,Starter,NA,Organic,SMB,7,84,15.0,0,,0
U111314,2025-04-01,Enterprise,APAC,Organic,Enterprise,142,6958,21.0,1,3.5,0
U111315,2024-11-14,Starter,EMEA,Organic,Mid-Market,6,72,7.0,2,4.3,0
U111316,2025-01-30,Starter,NA,Organic,Mid-Market,2,24,3.0,1,2.6,0
U111317,2024-12-31,Free,LATAM,Referral,SMB,1,0,14.0,0,,0
U111318,2024-12-24,Enterprise,NA,Partner,SMB,40,1960,23.0,3,2.4,0
U111319,2024-08-25,Free,EMEA,Partner,Mid-Market,1,0,0.0,0,,1
U111320,2024-03-28,Business,APAC,Organic,SMB,35,1015,30.0,2,3.6,0
U111321,2024-01-12,Business,,Partner,SMB,35,1015,17.0,1,3.8,1
U111322,2025-01-01,Free,APAC,Organic,Mid-Market,1,0,0.0,2,4.6,0
U111323,2024-12-13,Starter,NA,Organic,Mid-Market,5,60,17.0,0,,0
U111324,2024-03-07,starter,EMEA,Organic,Mid-Market,3,36,7.0,0,,1
U111325,2024-06-13,Free,EMEA,Organic,Mid-Market,1,0,2.0,0,,0
U111326,2025-06-18,Starter,NA,Paid,SMB,6,72,13.0,0,,1
U111327,2024-02-29,Starter,NA,Organic,Mid-Market,5,60,10.0,0,,1
U111328,2025-04-01,Enterprise,EMEA,Paid,SMB,243,11907,38.0,4,3.8,0
U111329,2025-02-17,Starter,LATAM,Referral,SMB,7,84,22.0,0,,0
U111330,2024-12-17,Free,EMEA,Organic,SMB,1,0,10.0,1,3.5,1
U111331,2024-10-29,Enterprise,NA,Referral,Mid-Market,197,9653,25.0,0,,0
U111332,2025-05-11,Starter,NA,Paid,Mid-Market,3,36,15.0,1,4.3,0
U111333,2024-04-17,Free,LATAM,Partner,SMB,1,0,1.0,2,4.9,1
U111334,2024-01-29,Free,APAC,Referral,SMB,1,0,4.0,0,,0
U111335,2025-05-28,Free,LATAM,Referral,SMB,1,0,0.0,0,,1
U111336,2024-08-18,Free,LATAM,Organic,SMB,1,0,0.0,1,4.6,0
U111337,2024-08-17,Starter,EMEA,Paid,SMB,7,84,13.0,0,,0
U111338,2024-05-01,Starter,EMEA,Organic,SMB,2,24,19.0,1,4.1,0
U111339,2024-04-04,Starter,APAC,Organic,Enterprise,6,72,17.0,0,,0
U111340,2025-05-17,Free,NA,Organic,Enterprise,1,0,2.0,0,,0
U111341,2024-03-07,Starter,APAC,Paid,SMB,3,36,21.0,2,4.1,1
U111342,2024-03-09,Free,NA,Organic,Mid-Market,1,0,0.0,1,3.4,0
U111343,2025-03-03,Starter,NA,Paid,SMB,4,48,9.0,0,,1
U111344,2024-08-28,Starter,NA,Paid,Mid-Market,7,84,7.0,0,,0
U111345,2024-03-02,Free,APAC,Paid,SMB,1,0,16.0,1,5.0,0
U111346,2024-06-08,Business,NA,Referral,SMB,32,928,24.0,3,5.0,0
U111347,2024-12-31,Starter,NA,Organic,SMB,7,84,14.0,2,5.0,0
U111348,2024-08-19,Enterprise,EMEA,Organic,SMB,89,4361,30.0,0,,0
U111349,2024-10-22,Free,EMEA,Organic,SMB,1,0,2.0,0,,0
U111350,2024-04-26,Enterprise,EMEA,Partner,Enterprise,86,4214,18.0,2,3.0,0
U111351,2024-06-09,Free,NA,Paid,Mid-Market,1,0,3.0,0,,0
U111352,2024-02-07,starter,APAC,Organic,Mid-Market,3,36,1.0,1,3.7,0
U111353,2024-06-11,Free,APAC,Organic,SMB,1,0,6.0,0,,0
U111354,2024-08-16,Free,,Organic,Mid-Market,1,0,0.0,1,4.4,0
U111355,2024-02-21,Starter,APAC,Organic,Enterprise,3,36,12.0,1,4.9,0
U111356,2024-07-11,Starter,APAC,Partner,SMB,2,24,16.0,1,4.1,0
U111357,2024-06-26,Business,EMEA,Organic,Mid-Market,35,1015,27.0,2,4.5,0
U111358,2024-06-15,Free,EMEA,Partner,SMB,1,0,0.0,0,,0
U111359,2024-02-14,Free,APAC,Organic,SMB,1,0,11.0,1,3.7,0
U111360,2024-06-17,Enterprise,LATAM,Referral,SMB,75,3675,36.0,0,,0
U111361,2025-03-25,Free,NA,Organic,Mid-Market,1,0,8.0,0,,0
U111362,2025-01-26,Business,NA,Partner,SMB,28,812,14.0,0,,0
U111363,2025-05-03,Business,APAC,Organic,SMB,25,725,15.0,5,2.3,0
U111364,2024-02-08,Free,APAC,Organic,Enterprise,1,0,6.0,1,4.3,0
U111365,2025-01-17,Free,EMEA,Paid,SMB,1,0,0.0,1,3.9,1
U111366,2025-05-22,Enterprise,EMEA,Paid,Enterprise,269,13181,26.0,5,1.8,0
U111367,2024-08-16,Starter,APAC,Paid,SMB,5,60,18.0,0,,0
U111368,2025-04-30,Free,NA,Organic,Mid-Market,1,0,1.0,1,4.3,0
U111369,2025-03-06,Starter,EMEA,Referral,SMB,3,36,22.0,0,,0
U111370,2024-08-10,Free,NA,Organic,SMB,1,0,,0,,1
U111371,2024-04-10,Free,LATAM,Organic,Enterprise,1,0,8.0,0,,0
U111372,2025-01-19,Free,EMEA,Paid,SMB,1,0,9.0,0,,0
U111373,2024-07-30,Free,EMEA,Organic,SMB,1,0,21.0,0,,0
U111374,2024-04-21,Business,EMEA,Organic,Enterprise,17,493,29.0,1,3.3,0
U111375,2024-09-01,Enterprise,EMEA,Organic,Mid-Market,258,12642,19.0,0,,1
U111376,2025-02-04,Starter,NA,Paid,SMB,6,72,34.0,1,3.7,0
U111377,2024-08-13,Free,APAC,Organic,Enterprise,1,0,8.0,1,4.3,0
U111378,2024-11-15,Business,EMEA,Organic,SMB,14,406,19.0,1,4.5,0
U111379,2024-09-10,Business,NA,Partner,Enterprise,35,1015,30.0,1,5.0,0
U111380,2024-04-15,Starter,EMEA,Organic,SMB,4,48,13.0,1,4.4,0
U111381,2024-02-04,Starter,EMEA,Partner,Mid-Market,3,36,10.0,0,,0
U111382,2024-05-02,Starter,NA,Referral,SMB,3,36,15.0,1,4.1,1
U111383,2025-01-18,Free,NA,Paid,SMB,1,0,0.0,1,3.4,0
U111384,2024-02-26,Business,NA,Paid,Mid-Market,26,754,22.0,3,2.7,0
U111385,2025-06-23,Free,NA,Organic,SMB,1,0,0.0,0,,1
U111386,2024-03-06,Free,NA,Organic,SMB,1,0,,1,1.9,0
U111387,2025-04-18,Starter,NA,Organic,Mid-Market,6,72,10.0,2,4.5,0
U111388,2025-04-14,Business,NA,Organic,Mid-Market,33,957,23.0,2,4.0,0
U111389,2024-10-24,Starter,APAC,Paid,Mid-Market,2,24,19.0,0,,0
U111390,2024-11-14,Free,EMEA,Partner,SMB,1,0,2.0,0,,0
U111391,2024-12-09,Free,NA,Paid,Mid-Market,1,0,26.0,0,,0
U111392,2025-03-02,Free,NA,Organic,SMB,1,0,13.0,0,,0
U111393,2025-01-08,Free,NA,Organic,Mid-Market,1,0,0.0,1,4.5,0
U111394,2025-03-29,Free,EMEA,Referral,SMB,1,0,0.0,1,4.6,0
U111395,2024-02-16,Free,LATAM,Paid,SMB,1,0,2.0,0,,0
U111396,2024-04-11,Enterprise,LATAM,Referral,SMB,236,11564,25.0,1,4.0,0
U111397,2024-07-06,Starter,NA,Organic,SMB,6,72,9.0,0,,0
U111398,2024-04-07,Free,NA,Organic,Enterprise,1,0,10.0,0,,0
U111399,2024-12-04,Free,EMEA,Referral,Enterprise,1,0,5.0,0,,0
U111400,2024-10-17,Business,EMEA,Organic,SMB,14,406,25.0,0,,0
U111401,2024-12-23,Starter,,Paid,SMB,3,36,16.0,1,4.0,0
U111402,2025-04-20,Free,APAC,Paid,Enterprise,1,0,5.0,0,,0
U111403,2024-09-13,Free,EMEA,Paid,Mid-Market,1,0,12.0,0,,0
U111404,2024-10-25,Starter,NA,Paid,Mid-Market,7,84,9.0,1,2.2,0
U111405,2025-04-16,Free,APAC,Organic,SMB,1,0,9.0,0,,0
U111406,2024-04-24,Free,NA,Partner,Mid-Market,1,0,8.0,0,,0
U111407,2025-01-19,Free,NA,Paid,Mid-Market,1,0,11.0,1,4.0,0
U111408,2024-05-13,Free,NA,Organic,SMB,1,0,1.0,0,,0
U111409,2025-05-11,Business,APAC,Organic,SMB,11,319,17.0,4,2.7,1
U111410,2024-10-02,Starter,EMEA,Organic,SMB,2,24,21.0,2,4.1,0
U111411,2025-05-10,Business,EMEA,Organic,SMB,12,348,22.0,1,3.9,0
U111412,2024-06-25,Business,,Organic,SMB,29,841,22.0,1,3.2,1
U111413,2025-06-13,Free,APAC,Organic,Mid-Market,1,0,4.0,0,,0
U111414,2024-03-19,Free,EMEA,Organic,SMB,1,0,16.0,1,5.0,0
U111415,2024-03-13,Starter,LATAM,Organic,Mid-Market,3,36,13.0,0,,0
U111416,2025-04-17,Starter,NA,Referral,SMB,6,72,30.0,3,4.4,1
U111417,2025-01-21,Free,NA,Organic,SMB,1,0,5.0,2,3.8,1
U111418,2025-05-12,Business,NA,Organic,SMB,15,435,18.0,1,4.2,0
U111419,2024-07-20,Free,APAC,Organic,SMB,1,0,0.0,0,,0
U111420,2024-08-18,Business,NA,Partner,Enterprise,13,377,26.0,2,5.0,0
U111421,2024-05-04,Business,EMEA,Paid,Enterprise,13,377,19.0,0,,0
U111422,2024-11-23,Free,NA,Paid,Mid-Market,1,0,6.0,1,3.6,0
U111423,2024-10-17,Starter,APAC,Partner,Enterprise,2,24,22.0,1,3.5,0
U111424,2025-04-11,Business,EMEA,Organic,Mid-Market,37,1073,19.0,0,,0
U111425,2025-01-25,Free,,Organic,SMB,1,0,6.0,0,,0
U111426,2025-05-02,Starter,APAC,Organic,Mid-Market,3,36,21.0,1,4.7,0
U111427,2025-04-14,Enterprise,APAC,Organic,SMB,269,13181,29.0,1,4.6,0
U111428,2024-05-03,Starter,LATAM,Paid,Enterprise,7,84,0.0,0,,1
U111429,2024-09-22,Business,EMEA,Organic,SMB,35,1015,5.0,0,,0
U111430,2025-01-18,Free,EMEA,Organic,SMB,1,0,16.0,0,,0
U111431,2024-03-14,Starter,APAC,Partner,Enterprise,7,84,6.0,0,,0
U111432,2024-05-26,Free,APAC,Partner,SMB,1,0,0.0,1,5.0,0
U111433,2024-03-02,starter,LATAM,Organic,SMB,6,72,8.0,1,5.0,0
U111434,2025-04-25,Free,APAC,Partner,Mid-Market,1,0,7.0,0,,0
U111435,2025-05-30,Starter,APAC,Organic,SMB,4,48,25.0,0,,0
U111436,2024-10-11,Free,EMEA,Paid,Mid-Market,1,0,16.0,0,,0
U111437,2025-06-19,Business,APAC,Partner,Enterprise,8,232,24.0,4,2.1,1
U111438,2024-10-12,Starter,NA,Organic,SMB,3,36,5.0,1,4.6,0
U111439,2025-04-21,Free,LATAM,Organic,SMB,1,0,0.0,0,,0
U111440,2024-03-14,Enterprise,EMEA,Paid,Mid-Market,176,8624,28.0,3,3.5,0
U111441,2025-05-16,Free,,Organic,SMB,1,0,11.0,0,,1
U111442,2025-01-02,Free,EMEA,Organic,SMB,1,0,0.0,0,,0
U111443,2024-03-25,Enterprise,NA,Organic,SMB,143,7007,32.0,2,3.7,1
U111444,2024-02-14,Free,NA,Partner,SMB,1,0,0.0,1,4.4,0
U111445,2025-03-22,Free,EMEA,Organic,SMB,1,0,8.0,1,4.6,1
U111446,2025-04-16,Starter,NA,Partner,SMB,4,48,5.0,1,4.0,0
U111447,2024-11-02,Free,APAC,Organic,SMB,1,0,0.0,0,,0
U111448,2024-04-23,Free,NA,Organic,Mid-Market,1,0,4.0,2,4.6,0
U111449,2024-05-28,Business,NA,Organic,SMB,31,899,18.0,1,5.0,0
U111450,2024-10-28,Starter,EMEA,Paid,SMB,6,72,11.0,1,4.6,0
U111451,2024-05-04,Free,LATAM,Organic,SMB,1,0,11.0,0,,0
U111452,2024-09-18,Starter,EMEA,Referral,SMB,6,72,5.0,1,4.2,0
U111453,2025-06-18,Starter,NA,Paid,SMB,3,36,14.0,1,3.9,1
U111454,2025-05-12,Free,NA,Organic,Enterprise,1,0,0.0,0,,0
U111455,2024-05-24,Starter,APAC,Referral,Enterprise,6,72,15.0,2,4.8,0
U111456,2024-09-08,Starter,NA,Paid,SMB,3,36,9.0,4,4.1,1
U111457,2024-09-25,Business,NA,Organic,SMB,28,812,16.0,2,4.5,0
U111458,2024-04-10,Business,NA,Organic,SMB,8,232,8.0,2,4.5,0
U111459,2024-11-05,Starter,EMEA,Referral,SMB,6,72,4.0,1,3.0,1
U111460,2024-01-27,Business,NA,Paid,Enterprise,17,493,10.0,3,4.3,1
U111461,2024-05-08,Starter,APAC,Organic,Mid-Market,4,48,19.0,0,,0
U111462,2024-03-09,Business,NA,Organic,SMB,24,696,31.0,0,,0
U111463,2025-03-25,Business,EMEA,Paid,SMB,8,232,16.0,0,,0
U111464,2024-03-28,Business,NA,Referral,SMB,26,754,19.0,4,5.0,0
U111465,2024-10-20,Free,NA,Referral,Mid-Market,1,0,6.0,1,4.2,0
U111466,2025-03-03,Enterprise,EMEA,Referral,SMB,252,12348,23.0,0,,0
U111467,2025-03-01,Starter,EMEA,Partner,SMB,4,48,12.0,1,3.7,0
U111468,2024-04-18,Business,EMEA,Organic,SMB,25,725,23.0,2,3.9,0
U111469,2025-01-26,Free,NA,Organic,SMB,1,0,10.0,1,3.9,0
U111470,2025-02-08,Starter,EMEA,Organic,SMB,7,84,18.0,1,4.0,0
U111471,2024-11-29,Free,APAC,Organic,SMB,1,0,12.0,1,4.7,0
U111472,2024-10-26,Business,NA,Referral,Mid-Market,26,754,14.0,2,3.3,0
U111473,2024-05-08,Starter,NA,Referral,Mid-Market,2,24,16.0,0,,1
U111474,2024-07-12,Starter,EMEA,Organic,Mid-Market,6,72,16.0,4,3.0,0
U111475,2025-05-18,Enterprise,NA,Paid,Mid-Market,154,7546,23.0,3,3.0,0
U111476,2024-01-18,Business,NA,Organic,SMB,21,609,17.0,3,3.2,0
U111477,2024-01-09,Starter,NA,Referral,SMB,7,84,18.0,0,,1
U111478,2024-10-06,Starter,EMEA,Partner,SMB,5,60,15.0,2,5.0,0
U111479,2024-01-02,Free,NA,Organic,Mid-Market,1,0,6.0,0,,1
U111480,2025-02-11,Free,APAC,Paid,Mid-Market,1,0,6.0,0,,0
U111481,2024-12-20,Business,EMEA,Organic,SMB,39,1131,20.0,1,2.8,0
U111482,2024-06-16,Free,NA,Organic,SMB,1,0,6.0,1,5.0,0
U111483,2025-01-03,Free,NA,Organic,Mid-Market,1,0,1.0,1,4.0,0
U111484,2025-03-01,Business,NA,Organic,SMB,39,1131,21.0,3,5.0,1
U111485,2024-09-28,Starter,EMEA,Paid,SMB,5,60,16.0,3,3.1,1
U111486,2025-04-30,Free,EMEA,Partner,Mid-Market,1,0,0.0,0,,0
U111487,2025-01-01,Starter,NA,Referral,Mid-Market,4,48,21.0,3,5.0,1
U111488,2025-02-16,Free,NA,Partner,SMB,1,0,7.0,2,3.8,0
U111489,2025-03-05,Starter,APAC,Referral,Enterprise,4,48,18.0,0,,0
U111490,2024-07-13,Free,NA,Organic,SMB,1,0,5.0,2,4.4,1
U111491,2024-06-14,Business,NA,Organic,SMB,24,696,29.0,3,3.7,0
U111492,2024-06-05,Free,APAC,Referral,SMB,1,0,15.0,1,3.4,0
U111493,2024-01-23,Starter,NA,Paid,Mid-Market,2,24,23.0,0,,0
U111494,2025-01-07,Business,EMEA,Referral,Mid-Market,16,464,38.0,0,,0
U111495,2024-07-20,Free,NA,Organic,SMB,1,0,1.0,0,,1
U111496,2024-09-19,Business,APAC,Referral,Enterprise,11,319,28.0,2,3.6,0
U111497,2024-03-20,Free,EMEA,Paid,SMB,1,0,1.0,1,4.8,0
U111498,2025-04-01,Starter,NA,Organic,SMB,3,36,12.0,1,3.4,0
U111499,2025-04-27,Free,NA,Organic,Mid-Market,1,0,14.0,0,,0
U111500,2025-05-24,Starter,APAC,Organic,SMB,3,36,16.0,0,,0
U111501,2024-10-08,Starter,EMEA,Paid,SMB,5,60,18.0,2,4.5,0
U111502,2025-06-02,Free,LATAM,Organic,SMB,1,0,0.0,1,2.4,0
U111503,2024-02-20,Starter,NA,Organic,Enterprise,3,36,6.0,1,3.9,0
U111504,2025-03-26,Business,NA,Organic,SMB,39,1131,5.0,1,2.6,0
U111505,2025-01-03,Free,EMEA,Organic,SMB,1,0,16.0,0,,0
U111506,2025-06-08,Free,APAC,Organic,SMB,1,0,4.0,1,3.6,0
U111507,2024-09-24,Free,NA,Organic,SMB,1,0,9.0,0,,0
U111508,2025-03-09,Free,APAC,Organic,SMB,1,0,6.0,1,4.8,0
U111509,2024-12-25,Business,EMEA,Partner,SMB,15,435,24.0,2,3.6,0
U111510,2024-10-13,Starter,EMEA,Organic,SMB,2,24,9.0,0,,0
U111511,2024-10-09,Business,NA,Partner,SMB,22,638,24.0,2,3.0,0
U111512,2025-04-28,Free,APAC,Paid,Mid-Market,1,0,0.0,2,4.6,1
U111513,2025-03-04,Business,APAC,Partner,Mid-Market,18,522,30.0,5,2.2,0
U111514,2025-04-29,Free,EMEA,Paid,Enterprise,1,0,,1,4.8,0
U111515,2025-06-06,Starter,NA,Organic,SMB,3,36,23.0,0,,0
U111516,2024-09-04,Starter,LATAM,Organic,SMB,3,36,5.0,2,2.7,0
U111517,2025-02-21,Free,NA,Paid,Mid-Market,1,0,0.0,0,,1
U111518,2025-01-14,Free,NA,Paid,SMB,1,0,4.0,0,,0
U111519,2024-10-26,Enterprise,NA,Paid,Mid-Market,110,5390,17.0,5,3.1,0
U111520,2024-06-22,Starter,EMEA,Organic,Mid-Market,7,84,20.0,1,4.0,0
U111521,2024-10-06,Starter,EMEA,Partner,SMB,4,48,12.0,2,3.7,0
U111522,2025-04-30,Free,NA,Organic,Enterprise,1,0,8.0,0,,0
U111523,2025-02-18,Free,LATAM,Organic,SMB,1,0,0.0,0,,0
U111524,2024-02-23,Starter,LATAM,Paid,SMB,3,36,22.0,0,,0
U111525,2024-03-09,Starter,EMEA,Organic,SMB,3,36,15.0,1,3.4,0
U111526,2025-06-04,Free,NA,Organic,SMB,1,0,0.0,0,,0
U111527,2024-04-03,Business,NA,Organic,Mid-Market,11,319,31.0,1,5.0,0
U111528,2024-01-08,Free,NA,Organic,SMB,1,0,3.0,1,4.3,1
U111529,2025-05-22,Starter,EMEA,Organic,SMB,6,72,0.0,0,,0
U111530,2025-03-15,Starter,LATAM,Organic,SMB,5,60,12.0,2,4.9,0
U111531,2024-11-24,Free,EMEA,Organic,Mid-Market,1,0,21.0,0,,0
U111532,2024-05-20,Free,NA,Partner,SMB,1,0,8.0,0,,0
U111533,2024-04-28,Free,LATAM,Organic,Enterprise,1,0,10.0,2,3.6,0
U111534,2024-03-03,Starter,APAC,Paid,Mid-Market,5,60,12.0,1,4.5,0
U111535,2024-03-29,Enterprise,NA,Paid,Mid-Market,55,2695,26.0,2,3.2,0
U111536,2024-01-02,Starter,EMEA,Organic,SMB,5,60,10.0,0,,0
U111537,2025-06-11,Free,EMEA,Organic,SMB,1,0,9.0,0,,0
U111538,2024-08-04,Starter,APAC,Paid,Enterprise,6,72,23.0,0,,0
U111539,2024-01-12,Starter,LATAM,Organic,SMB,3,36,14.0,1,3.9,0
U111540,2024-06-20,Free,NA,Paid,SMB,1,0,14.0,0,,0
U111541,2025-01-28,Free,NA,Paid,SMB,1,0,6.0,0,,0
U111542,2024-08-19,Business,NA,Organic,SMB,11,319,18.0,1,3.5,0
U111543,2025-04-30,Free,EMEA,Organic,SMB,1,0,10.0,0,,0
U111544,2024-12-27,Free,LATAM,Organic,SMB,1,0,3.0,1,4.1,0
U111545,2024-03-12,Enterprise,APAC,Paid,SMB,81,3969,28.0,3,4.3,0
U111546,2025-03-05,Free,EMEA,Referral,SMB,1,0,5.0,2,3.6,0
U111547,2025-04-09,Enterprise,NA,Organic,SMB,243,11907,28.0,1,4.6,0
U111548,2024-09-22,Free,EMEA,Referral,SMB,1,0,2.0,0,,0
U111549,2024-04-07,Starter,APAC,Referral,SMB,4,48,13.0,0,,0
U111550,2025-04-02,Starter,NA,Organic,SMB,3,36,5.0,1,3.8,0
U111551,2025-04-30,Business,LATAM,Organic,SMB,9,261,20.0,0,,0
U111552,2024-12-15,Free,APAC,Referral,Mid-Market,1,0,0.0,0,,0
U111553,2024-08-13,Free,NA,Paid,SMB,1,0,1.0,0,,1
U111554,2024-03-13,Free,EMEA,Referral,SMB,1,0,12.0,0,,0
U111555,2024-07-22,Business,NA,Partner,Mid-Market,22,638,31.0,2,4.9,0
U111556,2024-09-26,Free,EMEA,Organic,SMB,1,0,5.0,3,3.1,1
U111557,2024-01-27,Free,LATAM,Partner,SMB,1,0,10.0,1,4.7,0
U111558,2024-08-02,Starter,APAC,Paid,Enterprise,6,72,7.0,0,,0
U111559,2025-02-06,Free,EMEA,Paid,SMB,1,0,9.0,0,,1
U111560,2024-01-08,Free,NA,Organic,Mid-Market,1,0,15.0,1,5.0,0
U111561,2024-06-14,Free,,Organic,Enterprise,1,0,3.0,0,,0
U111562,2024-09-12,Free,APAC,Organic,Mid-Market,1,0,0.0,0,,0
U111563,2024-09-03,Business,EMEA,Partner,SMB,27,783,16.0,0,,1
U111564,2024-07-02,Free,LATAM,Paid,SMB,1,0,,2,3.8,0
U111565,2024-12-16,Free,LATAM,Paid,Mid-Market,1,0,12.0,0,,0
U111566,2025-02-05,Starter,LATAM,Referral,SMB,7,84,5.0,0,,0
U111567,2024-12-13,Starter,APAC,Partner,SMB,6,72,22.0,1,3.1,0
U111568,2025-01-24,Free,NA,Paid,SMB,1,0,13.0,0,,0
U111569,2024-12-14,Free,LATAM,Partner,SMB,1,0,7.0,2,3.2,1
U111570,2024-10-16,Free,NA,Organic,Mid-Market,1,0,1.0,0,,1
U111571,2024-08-17,Starter,EMEA,Referral,SMB,4,48,18.0,0,,0
U111572,2024-02-19,Free,NA,Organic,SMB,1,0,1.0,0,,0
U111573,2024-06-21,enterprise,NA,Organic,Enterprise,218,10682,29.0,5,1.8,1
U111574,2024-02-21,Free,NA,Paid,SMB,1,0,11.0,0,,0
U111575,2024-10-26,Free,APAC,Paid,SMB,1,0,2.0,0,,0
U111576,2025-06-08,Starter,APAC,Organic,Mid-Market,6,72,24.0,1,3.7,0
U111577,2024-01-21,Free,NA,Partner,Mid-Market,1,0,0.0,0,,0
U111578,2024-05-06,free,NA,Organic,SMB,1,0,15.0,1,4.5,1
U111579,2024-05-13,Free,NA,Paid,Mid-Market,1,0,5.0,0,,0
U111580,2024-02-01,Starter,EMEA,Referral,SMB,3,36,28.0,1,3.7,0
U111581,2025-05-17,Free,APAC,Organic,SMB,1,0,10.0,0,,0
U111582,2024-01-26,Starter,EMEA,Paid,Enterprise,3,36,13.0,1,4.7,0
U111583,2024-01-10,Starter,NA,Partner,SMB,2,24,23.0,0,,0
U111584,2024-07-24,Enterprise,NA,Referral,Mid-Market,197,9653,19.0,2,4.3,0
U111585,2024-12-16,Starter,LATAM,Organic,Mid-Market,4,48,0.0,0,,0
U111586,2024-12-06,Starter,EMEA,Organic,Enterprise,3,36,9.0,2,4.7,0
U111587,2024-09-04,Free,EMEA,Organic,SMB,1,0,14.0,0,,0
U111588,2024-09-10,Free,LATAM,Paid,SMB,1,0,0.0,0,,0
U111589,2024-08-21,Business,NA,Paid,SMB,10,290,15.0,2,3.1,0
U111590,2024-12-13,Starter,NA,Organic,SMB,6,72,23.0,2,3.9,0
U111591,2025-04-14,Enterprise,EMEA,Organic,SMB,207,10143,29.0,4,4.3,0
U111592,2024-06-14,Starter,EMEA,Paid,Enterprise,2,24,10.0,0,,0
U111593,2024-12-28,Free,APAC,Referral,SMB,1,0,0.0,0,,1
U111594,2025-01-28,Enterprise,NA,Paid,SMB,88,4312,29.0,0,,0
U111595,2024-10-30,Starter,LATAM,Paid,SMB,4,48,11.0,0,,0
U111596,2025-04-09,Free,LATAM,Referral,SMB,1,0,4.0,0,,1
U111597,2025-05-30,Free,LATAM,Organic,Mid-Market,1,0,0.0,1,3.3,1
U111598,2024-03-05,Free,EMEA,Paid,SMB,1,0,13.0,1,4.2,0
U111599,2024-11-08,Free,NA,Organic,SMB,1,0,9.0,0,,0
U111600,2024-07-26,Free,NA,Partner,SMB,1,0,0.0,0,,0
U111601,2024-10-10,Free,APAC,Organic,SMB,1,0,0.0,0,,0
U111602,2024-02-11,Free,LATAM,Organic,Enterprise,1,0,0.0,0,,0
U111603,2024-03-01,Starter,APAC,Organic,SMB,2,24,10.0,1,4.0,0
U111604,2024-05-23,Free,EMEA,Partner,SMB,1,0,9.0,0,,0
U111605,2024-07-17,Starter,NA,Paid,SMB,6,72,11.0,1,4.7,0
U111606,2024-10-05,Starter,EMEA,Paid,SMB,4,48,0.0,1,5.0,0
U111607,2024-09-20,Business,NA,Organic,SMB,38,1102,,4,3.4,0
U111608,2025-06-08,Enterprise,LATAM,Paid,SMB,119,5831,24.0,2,3.8,0
U111609,2024-09-23,Free,APAC,Organic,SMB,1,0,8.0,0,,0
U111610,2024-09-11,Free,NA,Organic,Mid-Market,1,0,0.0,1,3.5,0
U111611,2025-02-13,Free,NA,Paid,Enterprise,1,0,5.0,0,,0
U111612,2024-08-26,Business,LATAM,Organic,SMB,15,435,13.0,3,4.5,0
U111613,2024-04-27,Starter,NA,Organic,SMB,7,84,16.0,3,3.1,1
U111614,2024-08-17,Starter,APAC,Paid,Mid-Market,7,84,22.0,1,4.1,0
U111615,2024-08-13,Free,EMEA,Paid,SMB,1,0,0.0,1,3.7,0
U111616,2025-03-18,Free,LATAM,Organic,SMB,1,0,3.0,1,4.6,0
U111617,2024-08-13,Starter,NA,Paid,SMB,3,36,11.0,2,4.2,0
U111618,2025-04-13,Starter,EMEA,Paid,SMB,5,60,26.0,1,3.7,0
U111619,2024-04-14,Enterprise,EMEA,Organic,SMB,148,7252,24.0,3,3.7,0
U111620,2024-03-11,Free,NA,Referral,SMB,1,0,8.0,0,,0
U111621,2025-06-10,Starter,NA,Partner,SMB,2,24,19.0,0,,0
U111622,2024-02-14,Business,NA,Partner,SMB,31,899,22.0,3,4.2,0
U111623,2025-05-14,Starter,NA,Referral,SMB,4,48,24.0,0,,0
U111624,2024-12-07,Free,EMEA,Paid,SMB,1,0,0.0,1,4.0,1
U111625,2024-12-11,Starter,EMEA,Organic,Mid-Market,4,48,19.0,1,5.0,0
U111626,2024-11-29,Enterprise,EMEA,Organic,Mid-Market,260,12740,34.0,0,,0
U111627,2024-02-21,Starter,NA,Paid,SMB,2,24,14.0,1,4.9,0
U111628,2025-01-27,Free,LATAM,Organic,SMB,1,0,4.0,0,,0
U111629,2024-06-05,Starter,NA,Paid,Enterprise,2,24,25.0,1,4.7,0
U111630,2024-06-06,Free,APAC,Referral,Mid-Market,1,0,17.0,1,4.8,0
U111631,2024-11-19,Enterprise,LATAM,Paid,SMB,214,10486,18.0,5,3.7,0
U111632,2025-03-17,Starter,NA,Organic,SMB,5,60,13.0,1,4.9,0
U111633,2024-03-17,Free,APAC,Organic,SMB,1,0,6.0,0,,0
U111634,2025-04-27,Business,APAC,Paid,SMB,33,957,28.0,1,2.1,0
